name,fuel,seller_type,transmission,owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,Petrol,Individual,Manual,Second Owner
Hyundai Santro GLS I - Euro I,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,Petrol,Individual,Manual,First Owner
Tata Safari Storme VX,Diesel,Individual,Manual,First Owner
Mahindra Scorpio REV 116,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX,Diesel,Individual,Manual,First Owner
Datsun GO Plus A,Petrol,Individual,Manual,Second Owner
Toyota Fortuner 4x4 MT,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W11 AT BSIV,Diesel,Individual,Automatic,First Owner
Mahindra Supro VX 8 Str,Diesel,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,Third Owner
Maruti 800 AC,Petrol,Individual,Manual,Second Owner
Ford Endeavour 2.5L 4X2 MT,Diesel,Individual,Manual,Third Owner
Maruti Wagon R LXI,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
Mahindra KUV 100 D75 K2,Diesel,Individual,Manual,First Owner
Maruti Swift Glam,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,Third Owner
Toyota Fortuner 4x4 MT,Diesel,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,Second Owner
Chevrolet Sail Hatchback LS ABS,Diesel,Individual,Manual,Second Owner
Tata Tiago NRG Petrol,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi Plus,Diesel,Individual,Manual,First Owner
Hyundai Santro Era,Petrol,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 VTVT,Petrol,Individual,Manual,First Owner
Honda City i-DTEC V,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,Petrol,Dealer,Manual,First Owner
Ford Figo Petrol Titanium,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI,Petrol,Individual,Manual,First Owner
Ford Endeavour 4x4 XLT,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 2.0 TDI Trendline,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.5 TDI Highline,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,Petrol,Dealer,Manual,First Owner
Hyundai i20 Asta 1.2,Petrol,Dealer,Manual,First Owner
Audi Q5 2.0 TDI,Diesel,Individual,Automatic,Second Owner
Renault Duster 85PS Diesel RxE,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner
Honda Brio E MT,Petrol,Dealer,Manual,Second Owner
Maruti Omni E MPI STD BS IV,Petrol,Individual,Manual,First Owner
Honda Mobilio V i DTEC,Diesel,Individual,Manual,First Owner
Honda Brio S Option AT,Petrol,Individual,Automatic,Second Owner
Honda Accord 2.4 MT,Petrol,Dealer,Manual,First Owner
Mahindra Bolero SLX,Diesel,Individual,Manual,Third Owner
Ford Figo 1.2P Ambiente MT,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Diesel,Dealer,Manual,Second Owner
Tata Nano Lx,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 SX,Petrol,Individual,Manual,First Owner
Tata Indigo LS Dicor,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,Petrol,Individual,Manual,Second Owner
Maruti Zen VXI,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Maruti Wagon R AMT VXI,Petrol,Individual,Automatic,First Owner
Tata Tiago NRG Petrol,Petrol,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,Diesel,Individual,Manual,Third Owner
Mahindra TUV 300 T4 Plus,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner
Hyundai Santro Magna BSIV,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W11 Option AT AWD,Diesel,Individual,Automatic,First Owner
Volkswagen Polo Diesel Trendline 1.2L,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LS,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,Diesel,Individual,Manual,First Owner
Hyundai i10 Era 1.1,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,Diesel,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI BSIII,Petrol,Individual,Manual,Second Owner
Maruti Swift Ldi BSIV,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,Second Owner
Datsun GO Plus T Option BSIV,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,LPG,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner
Mahindra Bolero DI DX 7 Seater,Diesel,Individual,Manual,First Owner
Honda Mobilio V i DTEC,Diesel,Individual,Manual,First Owner
Maruti Ertiga BSIV ZXI,Petrol,Individual,Manual,First Owner
Honda BR-V i-VTEC S MT,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,Petrol,Individual,Manual,First Owner
Toyota Etios VD,Diesel,Individual,Manual,Second Owner
Hyundai i10 Era 1.1,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Third Owner
Hyundai Santro Xing GLS Audio LPG,LPG,Individual,Manual,First Owner
Ford Figo 1.2P Titanium MT,Petrol,Dealer,Manual,First Owner
Fiat Avventura Urban Cross 1.3 Multijet Emotion,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel ZXI,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner
Maruti Swift Ldi BSIII,Diesel,Dealer,Manual,First Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Dealer,Manual,First Owner
Ford Figo Titanium Diesel BSIV,Diesel,Dealer,Manual,Second Owner
Mahindra XUV500 W8 2WD,Diesel,Dealer,Manual,Second Owner
Ford Ikon 1.3L Rocam Flair,Petrol,Dealer,Manual,Second Owner
Fiat Punto 1.3 Emotion,Diesel,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,Second Owner
Honda WR-V i-DTEC V,Diesel,Individual,Manual,First Owner
Skoda Laura L n K 1.9 PD,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,Diesel,Individual,Manual,Third Owner
Mahindra Xylo D2,Diesel,Individual,Manual,Second Owner
Honda City i DTEC S,Diesel,Individual,Manual,First Owner
Mahindra Scorpio 1.99 S4,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,Petrol,Individual,Manual,First Owner
Tata Indigo Grand Dicor,Diesel,Individual,Manual,First Owner
Honda Amaze EX i-Dtech,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI,Diesel,Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Plus,Diesel,Dealer,Manual,First Owner
Toyota Etios GD SP,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI,Diesel,Dealer,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Petrol,Dealer,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Delta,Diesel,Dealer,Manual,First Owner
Renault KWID RXT,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,Diesel,Individual,Automatic,First Owner
Hyundai Verna 1.6 SX,Diesel,Dealer,Manual,First Owner
Maruti Ciaz VDi Option SHVS,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,Diesel,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,Diesel,Dealer,Manual,First Owner
Hyundai Tucson 2.0 e-VGT 2WD MT,Diesel,Dealer,Manual,First Owner
Hyundai EON Era Plus,Petrol,Dealer,Manual,Second Owner
Jaguar XF 5.0 Litre V8 Petrol,Petrol,Dealer,Automatic,Second Owner
Hyundai Creta 1.6 VTVT AT SX Plus,Petrol,Dealer,Automatic,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,Petrol,Individual,Automatic,First Owner
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Diesel,Individual,Automatic,Second Owner
Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
Volkswagen Polo GTI,Petrol,Dealer,Automatic,Second Owner
Renault Pulse RxL,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Celerio VXI AMT BSIV,Petrol,Trustmark Dealer,Automatic,Second Owner
Honda Brio V MT,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Creta 1.6 SX Automatic Diesel,Diesel,Trustmark Dealer,Automatic,Second Owner
Honda City i VTEC V,Petrol,Trustmark Dealer,Manual,First Owner
Toyota Innova Crysta 2.4 GX AT,Diesel,Dealer,Automatic,Second Owner
BMW 3 Series 320d Luxury Line,Diesel,Dealer,Automatic,First Owner
Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i20 Sportz 1.2,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz 1.2,Petrol,Individual,Manual,Second Owner
Maruti Gypsy E MG410W ST,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S6 Plus,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT,Petrol,Individual,Manual,Second Owner
Maruti Omni E MPI STD BS IV,Petrol,Individual,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ,Diesel,Individual,Manual,First Owner
Mahindra Verito 1.5 D4 BSIV,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI,Diesel,Individual,Manual,First Owner
Chevrolet Tavera LS B3 7 Seats BSII,Diesel,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LS,Diesel,Individual,Manual,First Owner
Maruti Eeco 5 Seater Standard BSIV,Petrol,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,Petrol,Individual,Manual,Second Owner
Honda Civic 1.8 MT Sport,Petrol,Individual,Manual,Second Owner
Tata Nano Lx BSIV,Petrol,Individual,Manual,First Owner
Tata Hexa XT 4X4,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet VX,Diesel,Individual,Manual,First Owner
Mahindra Scorpio 2.6 CRDe SLE,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.4 TDI,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo LXI BSIII,Petrol,Individual,Manual,Third Owner
Maruti Swift Dzire AMT ZXI Plus BS IV,Petrol,Individual,Automatic,First Owner
Honda Amaze S AT i-Vtech,Petrol,Individual,Automatic,First Owner
Datsun RediGO T Option,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,First Owner
Maruti Swift VXI,Petrol,Individual,Manual,First Owner
Mahindra Renault Logan 1.4 GLX Petrol,Petrol,Individual,Manual,First Owner
Tata Safari Storme VX,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna LPG,LPG,Individual,Manual,First Owner
Tata Venture EX,Diesel,Individual,Manual,First Owner
Chevrolet Captiva LT,Diesel,Individual,Manual,Fourth & Above Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,Diesel,Individual,Manual,Second Owner
Chevrolet Aveo U-VA 1.2 LS,Petrol,Individual,Manual,First Owner
Maruti Ciaz Zeta BSIV,Petrol,Individual,Manual,First Owner
Tata Hexa XM,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GL PLUS CNG,CNG,Individual,Manual,Third Owner
Hyundai Santro GLS I - Euro I,Petrol,Individual,Manual,Third Owner
Hyundai Verna CRDi,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Thar CRDe ABS,Diesel,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,Petrol,Individual,Manual,First Owner
Maruti 800 AC,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 8-seater,Diesel,Individual,Manual,Third Owner
Hyundai Verna CRDi,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 LXI,Petrol,Individual,Manual,Fourth & Above Owner
Honda City 1.5 V AT,Petrol,Individual,Automatic,Second Owner
Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,Diesel,Individual,Manual,First Owner
Maruti Ritz LXI,Petrol,Individual,Manual,First Owner
Honda Jazz VX,Petrol,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIII,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.6 MPI AT Elegance Plus,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
Tata Nano LX,Petrol,Individual,Manual,First Owner
Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 VXI BSIII,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX Minor,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX Minor,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,Second Owner
Skoda Octavia Classic 1.9 TDI MT,Diesel,Individual,Manual,Second Owner
Maruti Swift AMT VXI,Petrol,Individual,Automatic,First Owner
Honda Amaze SX i-VTEC,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,Third Owner
Toyota Etios GD,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Nios Magna CRDi,Diesel,Individual,Manual,First Owner
Chevrolet Beat LS,Petrol,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,Third Owner
Maruti Wagon R LXI Minor,Petrol,Individual,Manual,First Owner
Volkswagen Jetta 1.9 L TDI,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 SX,Diesel,Dealer,Manual,Second Owner
Renault Duster 85PS Diesel RxL,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX Option,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Sportz,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL Plus LPG,LPG,Individual,Manual,Second Owner
Maruti Ritz LDi,Diesel,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,Diesel,Individual,Manual,Second Owner
Hyundai Accent Executive,Petrol,Individual,Manual,Third Owner
Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,Diesel,Individual,Manual,First Owner
